NOT_ID,POLL_TYPE,POLLUTANT
2275177,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
2230505,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
2230505,Contaminated Water,Suspended Solids
2242743,Oils and Fuel,Unidentified Oil
2225386,Atmospheric Pollutants and Effects,Landfill Odour
2245106,Pollutant Not Identified,Not Identified
2246848,Contaminated Water,Other Contaminated Water
2213833,Atmospheric Pollutants and Effects,Landfill Odour
2252054,Contaminated Water,Vegetable Washings
2251082,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
2251082,Inert Materials and Wastes,Soils and Clay
2251082,Specific Waste Materials,Metal Wastes
2251082,Specific Waste Materials,Vehicles and Vehicle Parts
2280837,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2281430,Sewage Materials,Crude Sewage
2224716,Oils and Fuel,Unidentified Oil
2226016,Other Pollutant,Noise
2193319,Other Pollutant,Other
2251217,Specific Waste Materials,Commercial Waste
2251217,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
2277425,Agricultural Materials and Wastes,Silage Liquors
2277419,Atmospheric Pollutants and Effects,Dust
2249863,Sewage Materials,Crude Sewage
2223502,Sewage Materials,Final Effluent
2256972,Oils and Fuel,Petrol
2250905,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2279490,Sewage Materials,Crude Sewage
2214588,Sewage Materials,Crude Sewage
2257234,Sewage Materials,Crude Sewage
2281822,Atmospheric Pollutants and Effects,Landfill Odour
2225130,Agricultural Materials and Wastes,Silage Liquors
2233347,Sewage Materials,Crude Sewage
2274299,Other Pollutant,Flies
2283234,Oils and Fuel,Lubricating Oils
2228293,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2220700,Inert Materials and Wastes,Other Inert Material or Waste
2257373,Sewage Materials,Crude Sewage
2284679,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
2241772,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
2240474,Other Pollutant,Noise
2262702,Atmospheric Pollutants and Effects,Landfill Odour
2286167,Other Pollutant,Microbiological
2256261,Specific Waste Materials,Contaminated Soil
2248710,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
2248710,Inert Materials and Wastes,Soils and Clay
2248710,Specific Waste Materials,Commercial Waste
2248710,Specific Waste Materials,Metal Wastes
2248710,Other Pollutant,Other
2292603,Other Pollutant,Noise
2292606,Atmospheric Pollutants and Effects,Other Odour
2226669,Pollutant Not Identified,Not Identified
2232687,Oils and Fuel,Lubricating Oils
2244134,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2256290,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
2272840,Atmospheric Pollutants and Effects,Other Odour
2290901,Agricultural Materials and Wastes,Silage Liquors
2229915,Atmospheric Pollutants and Effects,Sulphide Odour
2229915,Atmospheric Pollutants and Effects,Other Odour
2287094,Sewage Materials,Other Sewage Material
2262754,Contaminated Water,Suspended Solids
2263225,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2269698,Agricultural Materials and Wastes,Other Agricultural Material or Waste
2241795,Sewage Materials,Storm Sewage
2282132,Atmospheric Pollutants and Effects,Smoke
2282132,Specific Waste Materials,Asbestos
2282132,Specific Waste Materials,Other Non-Metal Wastes
2282132,Specific Waste Materials,Other Specific Waste Material
2282132,Pollutant Not Identified,Not Identified
2282621,Specific Waste Materials,Asbestos
2282621,Specific Waste Materials,Commercial Waste
2282621,Specific Waste Materials,Contaminated Construction & Demolition Mat & Waste
2292666,Atmospheric Pollutants and Effects,Landfill Odour
2225028,Pollutant Not Identified,Not Identified
2229439,Oils and Fuel,Gas and Fuel Oils
2254039,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2258576,Oils and Fuel,Unidentified Oil
2265158,Atmospheric Pollutants and Effects,Smoke
2289533,Other Pollutant,Microbiological
2273819,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
2292256,Organic Chemicals/Products,Surfactants and Detergents
2258651,Pollutant Not Identified,Not Identified
2253306,Atmospheric Pollutants and Effects,Dust
2253306,Other Pollutant,Noise
2258479,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2258479,Agricultural Materials and Wastes,Solid Manure
2266384,Sewage Materials,Final Effluent
2258730,Specific Waste Materials,Other Specific Waste Material
2282296,Organic Chemicals/Products,Alcohols/Aldehydes
2165025,Contaminated Water,Urban Run-Off
2265986,Specific Waste Materials,Commercial Waste
2265986,Specific Waste Materials,Household Waste
2265986,Specific Waste Materials,Contaminated Construction & Demolition Mat & Waste
2268166,Inert Materials and Wastes,Soils and Clay
2271102,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2284593,Pollutant Not Identified,Not Identified
2220352,Contaminated Water,Landfill Leachate
2268309,Sewage Materials,Storm Sewage
2286277,Oils and Fuel,Diesel
2256357,Specific Waste Materials,Other Specific Waste Material
2256357,Specific Waste Materials,Contaminated Construction & Demolition Mat & Waste
2259512,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2184148,Pollutant Not Identified,Not Identified
2267327,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
2271718,Inert Materials and Wastes,Soils and Clay
2264030,Oils and Fuel,Gas and Fuel Oils
2266363,Other Pollutant,Other
2272805,Other Pollutant,Other
2287332,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
2227924,Sewage Materials,Storm Sewage
2228824,Atmospheric Pollutants and Effects,Other Odour
2240578,Specific Waste Materials,Commercial Waste
2241579,Oils and Fuel,Gas and Fuel Oils
2276499,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2213808,Atmospheric Pollutants and Effects,Landfill Odour
2285476,Oils and Fuel,Unidentified Oil
2287498,Atmospheric Pollutants and Effects,Smoke
2287498,Contaminated Water,Firefighting Run-Off
2288947,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2223047,Pollutant Not Identified,Not Identified
2253106,Atmospheric Pollutants and Effects,Landfill Odour
2266099,Organic Chemicals/Products,Other Organic Chemical or Product
2266430,Other Pollutant,Other
2227029,Atmospheric Pollutants and Effects,Landfill Odour
2269878,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2271157,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2270822,Organic Chemicals/Products,Pesticides and Biocides
2283498,Inert Materials and Wastes,Soils and Clay
2292260,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
2240727,Other Pollutant,Noise
2254587,Atmospheric Pollutants and Effects,Other Odour
2225154,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
2225154,Inert Materials and Wastes,Soils and Clay
2225154,Inert Materials and Wastes,Other Inert Material or Waste
2225154,Specific Waste Materials,Commercial Waste
2233910,Sewage Materials,Crude Sewage
2230320,Sewage Materials,Storm Sewage
2249189,Sewage Materials,Crude Sewage
2250828,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
2252989,Atmospheric Pollutants and Effects,Landfill Odour
2260201,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2226903,Atmospheric Pollutants and Effects,Landfill Odour
2213727,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2272816,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
2272816,Inert Materials and Wastes,Soils and Clay
2272816,Specific Waste Materials,Containers
2272816,Specific Waste Materials,Other Specific Waste Material
2231710,Oils and Fuel,Lubricating Oils
2235291,Sewage Materials,Crude Sewage
2252051,General Biodegradable Materials and Wastes,Animal and Vegetable Oil
2252051,Oils and Fuel,Diesel
2252051,Oils and Fuel,Other Oil or Fuel
2205673,Specific Waste Materials,Other Specific Waste Material
2204007,Oils and Fuel,Diesel
2225029,Contaminated Water,Other Contaminated Water
2211387,Atmospheric Pollutants and Effects,Other Odour
2222494,Oils and Fuel,Diesel
2245186,Oils and Fuel,Mixed/Waste Oils
2246101,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2257127,Oils and Fuel,Diesel
2232179,Oils and Fuel,Gas and Fuel Oils
2257202,Oils and Fuel,Diesel
2260214,Inert Materials and Wastes,Soils and Clay
2264858,Oils and Fuel,Mixed/Waste Oils
2191251,Atmospheric Pollutants and Effects,Landfill Odour
2200106,Atmospheric Pollutants and Effects,Landfill Odour
2207114,Atmospheric Pollutants and Effects,Landfill Odour
2184173,Specific Waste Materials,Commercial Waste
2184173,Specific Waste Materials,Household Waste
2257695,Organic Chemicals/Products,Surfactants and Detergents
2257720,Specific Waste Materials,Contaminated Construction & Demolition Mat & Waste
2233715,Atmospheric Pollutants and Effects,Dust
2240844,Oils and Fuel,Mixed/Waste Oils
2155764,Oils and Fuel,Petrol
2261833,Sewage Materials,Crude Sewage
2267882,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2269741,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2271665,Sewage Materials,Storm Sewage
2274298,Inert Materials and Wastes,Soils and Clay
2274670,Pollutant Not Identified,Not Identified
2240345,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2240417,Oils and Fuel,Kerosene and Aviation Fuel
2240569,Atmospheric Pollutants and Effects,Landfill Odour
2268791,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2268823,Pollutant Not Identified,Not Identified
2269191,Other Pollutant,Microbiological
2269240,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2244746,Pollutant Not Identified,Not Identified
2275231,Sewage Materials,Crude Sewage
2275319,Oils and Fuel,Diesel
2240101,Atmospheric Pollutants and Effects,Landfill Odour
2277221,General Biodegradable Materials and Wastes,Algae
2241566,Sewage Materials,Storm Sewage
2253530,Other Pollutant,Noise
2253536,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2270933,Oils and Fuel,Diesel
2271280,Oils and Fuel,Gas and Fuel Oils
2260168,Sewage Materials,Crude Sewage
2212648,Atmospheric Pollutants and Effects,Landfill Odour
2256497,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2256417,Inert Materials and Wastes,Soils and Clay
2258966,Pollutant Not Identified,Not Identified
2296666,Pollutant Not Identified,Not Identified
2207435,Atmospheric Pollutants and Effects,Landfill Odour
2238722,Atmospheric Pollutants and Effects,Landfill Odour
2213859,Atmospheric Pollutants and Effects,Landfill Odour
2250040,Pollutant Not Identified,Not Identified
2273615,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
2274645,Sewage Materials,Crude Sewage
2226822,Sewage Materials,Crude Sewage
2226915,Oils and Fuel,Petrol
2232296,Inert Materials and Wastes,Other Inert Material or Waste
2234470,Pollutant Not Identified,Not Identified
2260253,Atmospheric Pollutants and Effects,Landfill Odour
2267162,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
2281146,Atmospheric Pollutants and Effects,Other Odour
2281657,Other Pollutant,Noise
2281670,Other Pollutant,Noise
2285794,Contaminated Water,Suspended Solids
2289202,Sewage Materials,Final Effluent
2253301,Inert Materials and Wastes,Soils and Clay
2257063,Oils and Fuel,Mixed/Waste Oils
2275762,Pollutant Not Identified,Not Identified
2276553,Pollutant Not Identified,Not Identified
2233913,Oils and Fuel,Petrol
2236304,Oils and Fuel,Kerosene and Aviation Fuel
2263462,Sewage Materials,Crude Sewage
2262924,Other Pollutant,Other
2287075,Sewage Materials,Crude Sewage
2269986,Sewage Materials,Crude Sewage
2239146,Organic Chemicals/Products,Other Organic Chemical or Product
2257066,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2259255,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2262664,Atmospheric Pollutants and Effects,Landfill Odour
2292614,Atmospheric Pollutants and Effects,Effects on Humans
2293555,Atmospheric Pollutants and Effects,Smoke
2294472,Specific Waste Materials,Commercial Waste
2262827,Inert Materials and Wastes,Soils and Clay
2262827,Specific Waste Materials,Contaminated Soil
2264343,Atmospheric Pollutants and Effects,Dust
2264343,Other Pollutant,Noise
2265444,Specific Waste Materials,Commercial Waste
2265444,Specific Waste Materials,Contaminated Soil
2285343,Atmospheric Pollutants and Effects,Smoke
2253987,Contaminated Water,Suspended Solids
2260182,Pollutant Not Identified,Not Identified
2260970,Pollutant Not Identified,Not Identified
2261319,Atmospheric Pollutants and Effects,Dust
2277458,Pollutant Not Identified,Not Identified
2287758,Atmospheric Pollutants and Effects,Smoke
2225482,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2225482,Sewage Materials,Grey Water
2240406,Atmospheric Pollutants and Effects,Other Odour
2267314,Atmospheric Pollutants and Effects,Other Odour
2268917,Atmospheric Pollutants and Effects,Smoke
2281131,Contaminated Water,Firefighting Run-Off
2277755,Pollutant Not Identified,Not Identified
2290673,Other Pollutant,Microbiological
2278319,Agricultural Materials and Wastes,Silage Liquors
2281782,Atmospheric Pollutants and Effects,Effect on Animals
2281782,Specific Waste Materials,Asbestos
2281782,Specific Waste Materials,Commercial Waste
2281782,Specific Waste Materials,Contaminated Soil
2281782,Contaminated Water,Firefighting Run-Off
2281782,Oils and Fuel,Unidentified Oil
2282819,Agricultural Materials and Wastes,Solid Manure
2226176,Sewage Materials,Storm Sewage
2230150,Sewage Materials,Crude Sewage
2234036,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2264532,Other Pollutant,Other
2270034,Contaminated Water,Suspended Solids
2277340,Other Pollutant,Other
2281267,Atmospheric Pollutants and Effects,Effects on Humans
2290019,Pollutant Not Identified,Not Identified
2291191,Specific Waste Materials,Contaminated Construction & Demolition Mat & Waste
2291447,Atmospheric Pollutants and Effects,Smoke
2291447,Contaminated Water,Firefighting Run-Off
2292646,Atmospheric Pollutants and Effects,Landfill Odour
2224567,Other Pollutant,Other
2269807,Atmospheric Pollutants and Effects,Other Odour
2279551,Sewage Materials,Crude Sewage
2282441,Other Pollutant,Flies
2287600,Contaminated Water,Suspended Solids
2289582,Oils and Fuel,Unidentified Oil
2243580,Agricultural Materials and Wastes,Silage Liquors
2243580,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2271712,Pollutant Not Identified,Not Identified
2263781,Atmospheric Pollutants and Effects,Other Odour
2294447,Pollutant Not Identified,Not Identified
2227827,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
2264372,Pollutant Not Identified,Not Identified
2293337,Atmospheric Pollutants and Effects,Other Odour
2225308,Pollutant Not Identified,Not Identified
2242942,Atmospheric Pollutants and Effects,Smoke
2242942,Organic Chemicals/Products,Other Organic Chemical or Product
2255540,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
2266934,Pollutant Not Identified,Not Identified
2272386,Organic Chemicals/Products,Pesticides and Biocides
2186621,Pollutant Not Identified,Not Identified
2286836,Oils and Fuel,Mixed/Waste Oils
2217378,Atmospheric Pollutants and Effects,Landfill Odour
2225928,Atmospheric Pollutants and Effects,Landfill Odour
2240041,Atmospheric Pollutants and Effects,Landfill Odour
2253340,Atmospheric Pollutants and Effects,Landfill Odour
2262708,Atmospheric Pollutants and Effects,Landfill Odour
2272831,Atmospheric Pollutants and Effects,Landfill Odour
2243119,Pollutant Not Identified,Not Identified
2246045,Sewage Materials,Final Effluent
2246045,Sewage Materials,Grey Water
2246045,Sewage Materials,Other Sewage Material
2250644,Atmospheric Pollutants and Effects,Other Odour
2256330,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2281433,Atmospheric Pollutants and Effects,Landfill Odour
2273921,Sewage Materials,Crude Sewage
2273934,Inert Materials and Wastes,Soils and Clay
2274085,Contaminated Water,Other Contaminated Water
2274374,Atmospheric Pollutants and Effects,Smoke
2274374,Other Pollutant,Other
2225408,Atmospheric Pollutants and Effects,Landfill Odour
2281633,Pollutant Not Identified,Not Identified
2285535,Other Pollutant,Other
2294947,Contaminated Water,Minewater
2228247,Oils and Fuel,Diesel
2243432,Atmospheric Pollutants and Effects,Fumes
2243432,Specific Waste Materials,Commercial Waste
2243767,Pollutant Not Identified,Not Identified
2246702,Pollutant Not Identified,Not Identified
2260018,Inert Materials and Wastes,Soils and Clay
2262893,Other Pollutant,Noise
2276928,Specific Waste Materials,Household Waste
2276928,Specific Waste Materials,Contaminated Construction & Demolition Mat & Waste
2281169,Atmospheric Pollutants and Effects,Other Odour
2281260,Atmospheric Pollutants and Effects,Smoke
2281260,Contaminated Water,Firefighting Run-Off
2292900,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
2296779,Inorganic Chemicals/Products,Cyanides
2296662,Sewage Materials,Crude Sewage
2296796,Other Pollutant,Other
2227177,Agricultural Materials and Wastes,Silage Liquors
2227177,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2279030,Atmospheric Pollutants and Effects,Smoke
2240332,Oils and Fuel,Gas and Fuel Oils
2240048,Atmospheric Pollutants and Effects,Landfill Odour
2272763,Atmospheric Pollutants and Effects,Landfill Odour
2296246,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2296257,General Biodegradable Materials and Wastes,Algae
2206864,Atmospheric Pollutants and Effects,Landfill Odour
2248184,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2248284,Atmospheric Pollutants and Effects,Landfill Odour
2250072,Organic Chemicals/Products,Hydrocarbons
2240317,Atmospheric Pollutants and Effects,Landfill Odour
2294948,Contaminated Water,Other Contaminated Water
2294970,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2275775,Atmospheric Pollutants and Effects,Sulphide Odour
2275775,Atmospheric Pollutants and Effects,Other Odour
2282360,Atmospheric Pollutants and Effects,Landfill Odour
2223480,Agricultural Materials and Wastes,Silage Liquors
2292658,Atmospheric Pollutants and Effects,Dust
2202053,Atmospheric Pollutants and Effects,Landfill Odour
2242459,Atmospheric Pollutants and Effects,Landfill Odour
2291270,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
2291270,Inert Materials and Wastes,Soils and Clay
2291270,Specific Waste Materials,Contaminated Soil
2292910,Sewage Materials,Crude Sewage
2238709,Sewage Materials,Sludge
2225418,Atmospheric Pollutants and Effects,Landfill Odour
2313406,Inert Materials and Wastes,Soils and Clay
2320877,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
2320877,Specific Waste Materials,Commercial Waste
2320877,Specific Waste Materials,Contaminated Construction & Demolition Mat & Waste
2311230,Other Pollutant,Noise
2348924,Pollutant Not Identified,Not Identified
2301233,Inorganic Chemicals/Products,Alkalis
2311231,Atmospheric Pollutants and Effects,Landfill Odour
2240265,Atmospheric Pollutants and Effects,Landfill Odour
2302904,Atmospheric Pollutants and Effects,Smoke
2292703,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
2320265,Pollutant Not Identified,Not Identified
2349731,Oils and Fuel,Gas and Fuel Oils
2352356,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2304199,Pollutant Not Identified,Not Identified
2306156,Sewage Materials,Crude Sewage
2310238,Sewage Materials,Storm Sewage
2274314,Sewage Materials,Crude Sewage
2347133,Contaminated Water,Other Contaminated Water
2348140,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
2348140,Inert Materials and Wastes,Soils and Clay
2348470,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2348568,Sewage Materials,Storm Sewage
2348966,Agricultural Materials and Wastes,Silage Liquors
2348966,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2302550,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
2319002,Oils and Fuel,Petrol
2320284,Inert Materials and Wastes,Soils and Clay
2320284,Specific Waste Materials,Tyres
2320284,Specific Waste Materials,Other Specific Waste Material
2347706,Specific Waste Materials,Batteries
2347706,Specific Waste Materials,Metal Wastes
2347706,Specific Waste Materials,Vehicles and Vehicle Parts
2347706,Oils and Fuel,Mixed/Waste Oils
2292334,Sewage Materials,Crude Sewage
2303029,Inert Materials and Wastes,Soils and Clay
2316621,Sewage Materials,Crude Sewage
2318362,Agricultural Materials and Wastes,Silage Liquors
2318362,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2318528,Organic Chemicals/Products,Other Organic Chemical or Product
2321992,Specific Waste Materials,Commercial Waste
2322030,Pollutant Not Identified,Not Identified
2352860,Pollutant Not Identified,Not Identified
2356985,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2297611,Sewage Materials,Crude Sewage
2297611,Contaminated Water,Suspended Solids
2311155,Sewage Materials,Storm Sewage
2303487,Specific Waste Materials,Household Waste
2303487,Specific Waste Materials,Other Specific Waste Material
2303487,Specific Waste Materials,Contaminated Construction & Demolition Mat & Waste
2316654,Sewage Materials,Crude Sewage
2354430,Specific Waste Materials,Other Specific Waste Material
2355653,Specific Waste Materials,Asbestos
2281229,Atmospheric Pollutants and Effects,Other Odour
2278248,Sewage Materials,Crude Sewage
2292823,Atmospheric Pollutants and Effects,Other Odour
2321597,Specific Waste Materials,Contaminated Soil
2321597,Specific Waste Materials,Contaminated Construction & Demolition Mat & Waste
2319502,Atmospheric Pollutants and Effects,Landfill Odour
2319502,Pollutant Not Identified,Not Identified
2320511,Other Pollutant,Microbiological
2357145,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
2364119,Specific Waste Materials,Commercial Waste
2320802,Oils and Fuel,Mixed/Waste Oils
2356521,Other Pollutant,Noise
2307941,Pollutant Not Identified,Not Identified
2308294,Other Pollutant,Other
2310173,Oils and Fuel,Diesel
2319789,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
2322151,Sewage Materials,Crude Sewage
2361531,Other Pollutant,Noise
2294865,Sewage Materials,Crude Sewage
2308184,Sewage Materials,Storm Sewage
2309105,Specific Waste Materials,Other Specific Waste Material
2290954,Specific Waste Materials,Household Waste
2314058,Pollutant Not Identified,Not Identified
2316353,Sewage Materials,Crude Sewage
2331693,Inert Materials and Wastes,Soils and Clay
2331693,Specific Waste Materials,Commercial Waste
2303910,Inert Materials and Wastes,Soils and Clay
2303910,Specific Waste Materials,Commercial Waste
2303910,Specific Waste Materials,Contaminated Soil
2360459,Oils and Fuel,Unidentified Oil
2325483,Specific Waste Materials,Clinical Waste
2325483,Specific Waste Materials,Commercial Waste
2325483,Specific Waste Materials,Household Waste
2325483,Specific Waste Materials,Tyres
2329961,Agricultural Materials and Wastes,Silage Liquors
2143133,Inert Materials and Wastes,Soils and Clay
2143133,Specific Waste Materials,Contaminated Soil
2143133,Specific Waste Materials,Contaminated Construction & Demolition Mat & Waste
2338106,Atmospheric Pollutants and Effects,Effects on Humans
2356785,Contaminated Water,Chemically Contaminated Run-Off
2262522,Oils and Fuel,Diesel
2354455,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
2354455,Specific Waste Materials,Commercial Waste
2354455,Specific Waste Materials,Tyres
2367030,Specific Waste Materials,Metal Wastes
2367030,Specific Waste Materials,Tyres
2367030,Specific Waste Materials,Vehicles and Vehicle Parts
2367030,Specific Waste Materials,Other Specific Waste Material
2367030,Pollutant Not Identified,Not Identified
2297570,Pollutant Not Identified,Not Identified
2313566,Atmospheric Pollutants and Effects,Other Odour
2331690,Oils and Fuel,Mixed/Waste Oils
2320538,Agricultural Materials and Wastes,Fertiliser
2350304,Agricultural Materials and Wastes,Silage Liquors
2358465,Sewage Materials,Crude Sewage
2297012,Inorganic Chemicals/Products,Alkalis
2314763,Inert Materials and Wastes,Other Inert Material or Waste
2320126,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
2292897,Atmospheric Pollutants and Effects,Other Odour
2318229,Inert Materials and Wastes,Soils and Clay
2318229,Specific Waste Materials,Contaminated Soil
2281671,Specific Waste Materials,Contaminated Soil
2281671,Specific Waste Materials,Other Specific Waste Material
2270121,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
2270121,Inert Materials and Wastes,Soils and Clay
2270121,Specific Waste Materials,Contaminated Soil
2319986,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
2320122,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
2321953,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
2325205,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
2328547,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
2332457,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
2335629,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
2336418,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
2342079,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
2365793,Sewage Materials,Final Effluent
2310448,Sewage Materials,Crude Sewage
2329790,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
2272907,Atmospheric Pollutants and Effects,Effects on Humans
2350776,Pollutant Not Identified,Not Identified
2360733,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
2354546,Oils and Fuel,Diesel
2311865,Atmospheric Pollutants and Effects,Landfill Odour
2367402,General Biodegradable Materials and Wastes,Algae
2292478,Specific Waste Materials,Other Non-Metal Wastes
2292478,Oils and Fuel,Gas and Fuel Oils
2299930,Contaminated Water,Firefighting Run-Off
2308758,Sewage Materials,Crude Sewage
2310752,Contaminated Water,Suspended Solids
2335764,Atmospheric Pollutants and Effects,Landfill Odour
2320640,Atmospheric Pollutants and Effects,Other Odour
2337763,Agricultural Materials and Wastes,Silage Liquors
2358883,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2337892,Atmospheric Pollutants and Effects,Landfill Odour
2365901,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
2365901,Specific Waste Materials,Household Waste
2365901,Specific Waste Materials,Metal Wastes
2365901,Specific Waste Materials,Tyres
2365901,Specific Waste Materials,Vehicles and Vehicle Parts
2365901,Specific Waste Materials,Contaminated Construction & Demolition Mat & Waste
2365901,Contaminated Water,Firefighting Run-Off
2277989,Inert Materials and Wastes,Soils and Clay
2263832,General Biodegradable Materials and Wastes,Algae
2333549,Pollutant Not Identified,Not Identified
2323364,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
2330584,Oils and Fuel,Unidentified Oil
2335294,Organic Chemicals/Products,Surfactants and Detergents
2289229,Organic Chemicals/Products,Surfactants and Detergents
2333128,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2361216,Inert Materials and Wastes,Soils and Clay
2306442,Atmospheric Pollutants and Effects,Effects on Humans
2308868,Specific Waste Materials,Vehicles and Vehicle Parts
2315194,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2330610,Agricultural Materials and Wastes,Silage Liquors
2330610,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2339608,Oils and Fuel,Diesel
2365205,Agricultural Materials and Wastes,Silage Liquors
2262094,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2296821,Other Pollutant,Noise
2273252,Sewage Materials,Crude Sewage
2336311,Agricultural Materials and Wastes,Silage Liquors
2336311,Agricultural Materials and Wastes,Solid Manure
2323953,Other Pollutant,Noise
2292952,Atmospheric Pollutants and Effects,Landfill Odour
2333564,Organic Chemicals/Products,Hydrocarbons
2357575,Agricultural Materials and Wastes,Silage Liquors
2363290,Agricultural Materials and Wastes,Silage Liquors
2363260,Contaminated Water,Landfill Leachate
2363449,Pollutant Not Identified,Not Identified
2349338,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
2303298,Oils and Fuel,Lubricating Oils
2322429,Oils and Fuel,Hydraulic Oils
2330392,Oils and Fuel,Unidentified Oil
2299765,Organic Chemicals/Products,Hydrocarbons
2310434,Sewage Materials,Crude Sewage
2318826,Atmospheric Pollutants and Effects,Landfill Odour
2315362,Oils and Fuel,Gas and Fuel Oils
2318243,Other Pollutant,Other
2320799,Other Pollutant,Microbiological
2309559,Contaminated Water,Suspended Solids
2311804,Other Pollutant,Vermin
2312902,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
2342300,Contaminated Water,Suspended Solids
2360720,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2363082,Atmospheric Pollutants and Effects,Effect on Animals
2354587,Atmospheric Pollutants and Effects,Other Odour
2291833,Sewage Materials,Crude Sewage
2313299,Atmospheric Pollutants and Effects,Landfill Odour
